c
c This is glucose 4.0 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         59600                                                                   |
c |  Number of clauses:         6514477                                                                   |
c |  Parse time:                   0.92 s                                                                 |
c |                                                                                                       |
c | Preprocesing is fully done
c Too many clauses... No preprocessing
c |  Simplification time:          0.19 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c | Adapt dynamically the solver after 100000 conflicts (restarts, reduction strategies...)               |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   2000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    10593     12074      256 |   50447  3749332  7599324 |    45   185932    22305  2514738 | 15.357 % |
c |    10652     12101      256 |   50443  3748835  7598330 |    45   195925    22381  2514738 | 15.364 % |
c |    10706     12131      255 |   50438  3747879  7596418 |    45   205901    22427  2514738 | 15.372 % |
c |    10765     12158      255 |   50436  3747403  7595466 |    45   215888    22460  2514738 | 15.376 % |
c |    10819     12207      255 |   50432  3746585  7593830 |    45   225876    22490  2514738 | 15.383 % |
c |    10877     12238      254 |   50430  3746280  7593220 |    45   235873    22541  2514738 | 15.386 % |
c |    10933     12274      254 |   50427  3745756  7592172 |    45   245852    22582  2514738 | 15.391 % |
c |    10986     12306      253 |   50425  3745491  7591642 |    46   140881    22605  2629694 | 15.394 % |
c |    11032     12329      253 |   50415  3743920  7588500 |    46   150842    22636  2629694 | 15.411 % |
c |    11073     12358      253 |   50412  3743517  7587694 |    46   160838    22689  2629694 | 15.416 % |
c |    11110     12397      253 |   50404  3742043  7584746 |    46   170812    22729  2629694 | 15.430 % |
c |    11165     12431      253 |   50404  3741513  7583686 |    46   180806    22765  2629694 | 15.430 % |
c |    11210     12466      253 |   50402  3741435  7583530 |    46   190801    22799  2629694 | 15.433 % |
c |    11267     12498      252 |   50398  3741146  7582952 |    46   200782    22832  2629694 | 15.440 % |
c |    11334     12539      252 |   50395  3739766  7580192 |    46   210756    22867  2629694 | 15.445 % |
c |    11399     12566      251 |   50393  3739505  7579670 |    46   220747    22897  2629694 | 15.448 % |
c |    11444     12594      251 |   50371  3736128  7572916 |    46   230642    22915  2629694 | 15.485 % |
c |    11506     12629      251 |   50367  3735093  7570846 |    46   240627    22957  2629694 | 15.492 % |
c |    11556     12654      250 |   50364  3734558  7569776 |    46   250613    22995  2629694 | 15.497 % |
c |    11604     12682      250 |   50358  3733635  7567930 |    47   145469    23037  2744788 | 15.507 % |
c |    11660     12713      250 |   50356  3733336  7567332 |    47   155453    23066  2744788 | 15.510 % |
c |    11704     12745      250 |   50348  3732948  7566556 |    47   165444    23092  2744788 | 15.523 % |
c |    11749     12768      250 |   50348  3731117  7562894 |    47   175436    23124  2744788 | 15.523 % |
c |    11817     12790      249 |   50344  3730353  7561366 |    47   185425    23155  2744788 | 15.530 % |
c |    11874     12820      249 |   50344  3729891  7560442 |    47   195424    23174  2744788 | 15.530 % |
c |    11926     12852      249 |   50344  3729891  7560442 |    47   205424    23199  2744788 | 15.530 % |
c |    11988     12887      248 |   50342  3729691  7560042 |    47   215418    23234  2744788 | 15.534 % |
c |    12051     12923      248 |   50325  3724956  7550572 |    47   225353    23260  2744788 | 15.562 % |
c |    12135     12955      247 |   50310  3722752  7546164 |    47   235292    23299  2744788 | 15.587 % |
c |    12204     12987      246 |   50307  3722402  7545464 |    47   245286    23322  2744788 | 15.592 % |
c |    12287     13017      245 |   50307  3722402  7545464 |    47   255286    23343  2744788 | 15.592 % |
c |    12360     13046      245 |   50307  3722402  7545464 |    48   143817    23389  2866257 | 15.592 % |
c |    12397     13070      245 |   50298  3721823  7544306 |    48   153810    23432  2866257 | 15.607 % |
c |    12444     13112      245 |   50298  3721174  7543008 |    48   163795    23467  2866257 | 15.607 % |
c |    12502     13140      244 |   50295  3720647  7541954 |    48   173788    23505  2866257 | 15.612 % |
c |    12546     13181      244 |   50292  3720271  7541202 |    48   183780    23532  2866257 | 15.617 % |
c |    12621     13209      244 |   50292  3720271  7541202 |    48   193780    23559  2866257 | 15.617 % |
c |    12678     13241      243 |   50290  3720039  7540738 |    48   203777    23591  2866257 | 15.621 % |
c |    12735     13268      243 |   50287  3719843  7540346 |    48   213771    23612  2866257 | 15.626 % |
c |    12783     13302      243 |   50285  3718974  7538608 |    48   223763    23638  2866257 | 15.629 % |
c |    12856     13324      242 |   50284  3718715  7538090 |    48   233744    23666  2866257 | 15.631 % |
c |    12925     13341      242 |   50277  3718346  7537352 |    48   243738    23689  2866257 | 15.643 % |
c |    12976     13385      241 |   50274  3717410  7535480 |    48   253718    23716  2866257 | 15.648 % |
c |    13050     13411      241 |   50269  3717016  7534692 |    48   263711    23747  2866257 | 15.656 % |
c |    13117     13447      240 |   50268  3716258  7533176 |    49   151968    23772  2987938 | 15.658 % |
c |    13163     13485      240 |   50265  3716049  7532758 |    49   161954    23813  2987938 | 15.663 % |
c |    13225     13516      240 |   50264  3715345  7531350 |    49   171940    23844  2987938 | 15.664 % |
c |    13278     13552      240 |   50261  3715026  7530712 |    49   181937    23883  2987938 | 15.669 % |
c |    13337     13573      239 |   50258  3714770  7530200 |    49   191935    23906  2987938 | 15.674 % |
c |    13408     13603      239 |   50256  3714276  7529212 |    49   201929    23929  2987938 | 15.678 % |
c |    13476     13655      238 |   50253  3713763  7528186 |    49   211915    23956  2987938 | 15.683 % |
c |    13555     13687      238 |   50252  3713464  7527588 |    49   221900    23973  2987938 | 15.685 % |
c |    13604     13734      238 |   50244  3712683  7526026 |    49   231845    23995  2987938 | 15.698 % |
c |    13671     13769      237 |   50243  3712508  7525676 |    49   241839    24021  2987938 | 15.700 % |
c |    13747     13790      237 |   50241  3712425  7525510 |    49   251834    24046  2987938 | 15.703 % |
c |    13800     13829      236 |   50239  3712425  7525510 |    49   261832    24113  2987938 | 15.706 % |
c |    13875     13863      236 |   50235  3712139  7524938 |    49   271822    24144  2987938 | 15.713 % |
c |    13933     13898      236 |   50233  3710981  7522622 |    50   156785    24170  3112973 | 15.716 % |
c |    13986     13937      235 |   50230  3709940  7520540 |    50   166765    24225  3112973 | 15.721 % |
c |    14036     13966      235 |   50227  3709138  7518936 |    50   176759    24254  3112973 | 15.727 % |
c |    14089     13996      235 |   50225  3708695  7518050 |    50   186752    24269  3112973 | 15.730 % |
c |    14144     14036      235 |   50220  3708506  7517672 |    50   196743    24293  3112973 | 15.738 % |
c |    14219     14063      234 |   50218  3707900  7516460 |    50   206736    24317  3112973 | 15.742 % |
c |    14274     14107      234 |   50203  3705693  7512046 |    50   216666    24345  3112973 | 15.767 % |
c |    14353     14136      234 |   50203  3705543  7511746 |    50   226665    24367  3112973 | 15.767 % |
c |    14427     14172      233 |   50200  3705378  7511416 |    50   236658    24395  3112973 | 15.772 % |
c |    14483     14214      233 |   50197  3704175  7509010 |    50   246646    24412  3112973 | 15.777 % |
c |    14559     14257      232 |   50196  3703978  7508616 |    50   256640    24436  3112973 | 15.779 % |
c |    14620     14285      232 |   50185  3703751  7508162 |    50   266634    24478  3112973 | 15.797 % |
c |    14684     14319      232 |   50184  3701997  7504654 |    50   276605    24517  3112973 | 15.799 % |
c |    14742     14352      231 |   50180  3700999  7502658 |    51   158888    24545  3240678 | 15.805 % |
c |    14789     14379      231 |   50178  3700731  7502122 |    51   168887    24582  3240678 | 15.809 % |
c |    14856     14412      231 |   50176  3700456  7501572 |    51   178851    24618  3240678 | 15.812 % |
c |    14931     14438      231 |   50174  3700136  7500932 |    51   188842    24645  3240678 | 15.815 % |
c |    14998     14470      230 |   50172  3699876  7500412 |    51   198810    24681  3240678 | 15.819 % |
c |    15055     14509      230 |   50169  3699554  7499768 |    51   208808    24703  3240678 | 15.824 % |
c |    15114     14537      230 |   50165  3699081  7498822 |    51   218800    24724  3240678 | 15.831 % |
c |    15164     14574      230 |   50162  3697322  7495304 |    51   228786    24744  3240678 | 15.836 % |
c |    15221     14601      229 |   50161  3697243  7495146 |    51   238783    24769  3240678 | 15.837 % |
c |    15283     14638      229 |   50159  3697166  7494992 |    51   248778    24794  3240678 | 15.841 % |
c |    15354     14667      229 |   50154  3696298  7493256 |    51   258749    24824  3240678 | 15.849 % |
c |    15431     14705      228 |   50153  3696225  7493110 |    51   268743    24846  3240678 | 15.851 % |
c |    15503     14745      228 |   50150  3695558  7491776 |    51   278730    24878  3240678 | 15.856 % |
c |    15585     14779      227 |   50149  3695483  7491626 |    51   288724    24898  3240678 | 15.857 % |
c |    15648     14806      227 |   50149  3695483  7491626 |    52   169531    24930  3369871 | 15.857 % |
c |    15710     14825      227 |   50146  3694886  7490432 |    52   179508    24948  3369871 | 15.862 % |
c |    15771     14845      226 |   50144  3694642  7489944 |    52   189507    24983  3369871 | 15.866 % |
c |    15832     14873      226 |   50131  3692979  7486618 |    52   199478    25005  3369871 | 15.888 % |
c |    15902     14886      226 |   50128  3692458  7485576 |    52   209460    25024  3369871 | 15.893 % |
c |    15972     14911      226 |   50127  3692318  7485296 |    52   219457    25053  3369871 | 15.894 % |
c |    16041     14937      225 |   50124  3692056  7484772 |    52   229446    25082  3369871 | 15.899 % |
c |    16129     14965      225 |   50124  3691982  7484624 |    52   239446    25106  3369871 | 15.899 % |
c |    16196     15002      224 |   50123  3691860  7484380 |    52   249444    25135  3369871 | 15.901 % |
c |    16268     15024      224 |   50117  3691658  7483976 |    52   259439    25174  3369871 | 15.911 % |
c |    16349     15053      223 |   50111  3690373  7481406 |    52   269394    25208  3369871 | 15.921 % |
c |    16420     15083      223 |   50106  3689880  7480420 |    52   279381    25240  3369871 | 15.930 % |
c |    16492     15113      223 |   50100  3689510  7479680 |    52   289364    25259  3369871 | 15.940 % |
c |    16552     15150      222 |   50098  3687892  7476444 |    53   166345    25283  3502870 | 15.943 % |
c |    16613     15167      222 |   50084  3685979  7472618 |    53   176303    25310  3502870 | 15.966 % |
c |    16681     15194      222 |   50050  3684096  7468852 |    53   186219    25328  3502870 | 16.023 % |
c |    16741     15220      222 |   50049  3682604  7465868 |    53   196158    25372  3502870 | 16.025 % |
c |    16811     15247      221 |   50047  3682339  7465338 |    53   206156    25401  3502870 | 16.029 % |
c |    16872     15279      221 |   50045  3682129  7464918 |    53   216152    25428  3502870 | 16.032 % |
c |    16945     15307      221 |   50040  3681338  7463336 |    53   226140    25451  3502870 | 16.040 % |
c |    17017     15334      220 |   50036  3681067  7462794 |    53   236132    25472  3502870 | 16.047 % |
c |    17078     15361      220 |   50034  3680532  7461724 |    53   246121    25486  3502870 | 16.050 % |
c |    17141     15390      220 |   50034  3680532  7461724 |    53   256121    25495  3502870 | 16.050 % |
c |    17205     15420      220 |   50032  3680315  7461290 |    53   266119    25518  3502870 | 16.054 % |
c |    17279     15459      219 |   50032  3680315  7461290 |    53   276119    25540  3502870 | 16.054 % |
c |    17352     15485      219 |   50023  3679576  7459812 |    53   286072    25561  3502870 | 16.069 % |
c |    17428     15509      219 |   50017  3678698  7458056 |    53   296056    25590  3502870 | 16.079 % |
c |    17502     15534      218 |   50016  3678234  7457128 |    54   170283    25626  3638640 | 16.081 % |
c |    17565     15562      218 |   50006  3676953  7454566 |    54   180258    25657  3638640 | 16.097 % |
c |    17621     15594      218 |   50004  3676425  7453510 |    54   190253    25682  3638640 | 16.101 % |
c |    17706     15624      218 |   50004  3676425  7453510 |    54   200253    25711  3638640 | 16.101 % |
c |    17769     15657      217 |   50004  3676425  7453510 |    54   210253    25743  3638640 | 16.101 % |
c |    17848     15689      217 |   50000  3676175  7453010 |    54   220246    25759  3638640 | 16.107 % |
c |    17923     15715      217 |   50000  3675860  7452380 |    54   230237    25778  3638640 | 16.107 % |
c |    18003     15748      216 |   49999  3675722  7452104 |    54   240230    25802  3638640 | 16.109 % |
c |    18080     15779      216 |   49997  3675470  7451600 |    54   250229    25830  3638640 | 16.112 % |
c |    18133     15817      216 |   49996  3675400  7451460 |    54   260227    25853  3638640 | 16.114 % |
c |    18210     15850      215 |   49996  3675400  7451460 |    54   270227    25872  3638640 | 16.114 % |
c |    18274     15884      215 |   49994  3675312  7451284 |    54   280221    25889  3638640 | 16.117 % |
c |    18359     15917      215 |   49992  3675168  7450996 |    54   290220    25905  3638640 | 16.121 % |
c |    18431     15948      214 |   49987  3674980  7450620 |    54   300214    25928  3638640 | 16.129 % |
c |    18509     15975      214 |   49986  3674201  7449062 |    54   310182    25952  3638640 | 16.131 % |
c |    18590     16006      214 |   49980  3673593  7447846 |    55   182918    25978  3775882 | 16.141 % |
c |    18660     16031      213 |   49976  3672982  7446624 |    55   192900    25992  3775882 | 16.148 % |
c |    18739     16064      213 |   49974  3672679  7446018 |    55   202892    26034  3775882 | 16.151 % |
c |    18800     16092      213 |   49972  3672523  7445706 |    55   212880    26063  3775882 | 16.154 % |
c |    18867     16110      213 |   49969  3671916  7444492 |    55   222873    26078  3775882 | 16.159 % |
c |    18931     16136      212 |   49969  3671916  7444492 |    55   232873    26101  3775882 | 16.159 % |
c |    19011     16167      212 |   49969  3671916  7444492 |    55   242873    26125  3775882 | 16.159 % |
c |    19087     16205      212 |   49968  3671800  7444260 |    55   252871    26147  3775882 | 16.161 % |
c |    19158     16244      211 |   49964  3671465  7443590 |    55   262835    26173  3775882 | 16.168 % |
c |    19213     16284      211 |   49963  3671390  7443440 |    55   272831    26193  3775882 | 16.169 % |
c |    19279     16322      211 |   49963  3671390  7443440 |    55   282831    26213  3775882 | 16.169 % |
c |    19333     16344      211 |   49957  3671116  7442892 |    55   292825    26258  3775882 | 16.180 % |
c |    19402     16371      211 |   49957  3670686  7442032 |    55   302817    26289  3775882 | 16.180 % |
c |    19469     16402      211 |   49953  3670240  7441140 |    55   312796    26304  3775882 | 16.186 % |
c |    19544     16417      210 |   49953  3670240  7441140 |    56   182044    26322  3916634 | 16.186 % |
c |    19591     16455      210 |   49950  3670022  7440704 |    56   192035    26355  3916634 | 16.191 % |
c |    19642     16481      210 |   49947  3669749  7440158 |    56   202026    26384  3916634 | 16.196 % |
c |    19699     16522      210 |   49947  3669443  7439546 |    56   212025    26415  3916634 | 16.196 % |
c |    19748     16547      210 |   49946  3669370  7439400 |    56   222018    26438  3916634 | 16.198 % |
c |    19816     16573      210 |   49946  3669370  7439400 |    56   232018    26461  3916634 | 16.198 % |
c |    19880     16606      210 |   49945  3669264  7439188 |    56   242016    26478  3916634 | 16.200 % |
c |    19957     16631      209 |   49945  3669264  7439188 |    56   252016    26505  3916634 | 16.200 % |
c |    20035     16658      209 |   49943  3668803  7438266 |    56   262012    26531  3916634 | 16.203 % |
c |    20083     16679      209 |   49941  3668444  7437548 |    56   272008    26559  3916634 | 16.206 % |
c |    20134     16715      209 |   49941  3668444  7437548 |    56   282008    26578  3916634 | 16.206 % |
c |    20190     16745      209 |   49941  3668444  7437548 |    56   292008    26603  3916634 | 16.206 % |
c |    20242     16791      209 |   49940  3668362  7437384 |    56   302006    26627  3916634 | 16.208 % |
c |    20313     16825      209 |   49937  3668059  7436778 |    56   312002    26646  3916634 | 16.213 % |
c |    20372     16867      209 |   49934  3667838  7436336 |    56   321998    26670  3916634 | 16.218 % |
c |    20420     16902      209 |   49933  3667274  7435208 |    57   190172    26710  4058438 | 16.220 % |
c |    20481     16917      208 |   49932  3667049  7434758 |    57   200168    26730  4058438 | 16.221 % |
c |    20516     16955      209 |   49929  3666394  7433448 |    57   210156    26748  4058438 | 16.227 % |
c |    20564     16983      209 |   49928  3666198  7433056 |    57   220153    26765  4058438 | 16.228 % |
c |    20638     16998      208 |   49928  3666198  7433056 |    57   230153    26783  4058438 | 16.228 % |
c |    20700     17032      208 |   49928  3666198  7433056 |    57   240153    26804  4058438 | 16.228 % |
c |    20759     17061      208 |   49928  3666198  7433056 |    57   250153    26826  4058438 | 16.228 % |
c |    20823     17086      208 |   49928  3666198  7433056 |    57   260153    26859  4058438 | 16.228 % |
c |    20896     17118      208 |   49928  3666198  7433056 |    57   270153    26888  4058438 | 16.228 % |
c |    20951     17157      208 |   49927  3666126  7432912 |    57   280148    26910  4058438 | 16.230 % |
c |    21004     17191      208 |   49919  3665794  7432248 |    57   290141    26922  4058438 | 16.243 % |
c |    21056     17217      208 |   49917  3665363  7431386 |    57   300123    26937  4058438 | 16.247 % |
c |    21113     17252      207 |   49916  3665012  7430684 |    57   310112    26952  4058438 | 16.248 % |
c |    21195     17280      207 |   49914  3664740  7430140 |    57   320099    26973  4058438 | 16.252 % |
c |    21266     17314      207 |   49913  3664498  7429656 |    57   330086    26992  4058438 | 16.253 % |
c |    21322     17363      207 |   49912  3664335  7429330 |    58   193277    27010  4205237 | 16.255 % |
c |    21373     17385      207 |   49911  3664218  7429096 |    58   203271    27048  4205237 | 16.257 % |
c |    21443     17430      207 |   49911  3664218  7429096 |    58   213271    27067  4205237 | 16.257 % |
c |    21519     17454      206 |   49911  3664218  7429096 |    58   223271    27084  4205237 | 16.257 % |
c |    21595     17492      206 |   49909  3664079  7428818 |    58   233268    27110  4205237 | 16.260 % |
c |    21665     17524      206 |   49908  3663783  7428226 |    58   243263    27129  4205237 | 16.262 % |
c |    21742     17555      206 |   49906  3663516  7427692 |    58   253255    27143  4205237 | 16.265 % |
c |    21816     17576      205 |   49904  3663410  7427480 |    58   263251    27159  4205237 | 16.268 % |
c |    21889     17616      205 |   49902  3663143  7426946 |    58   273248    27180  4205237 | 16.272 % |
c |    21962     17655      205 |   49902  3662913  7426486 |    58   283239    27214  4205237 | 16.272 % |
c |    22044     17697      205 |   49899  3662753  7426166 |    58   293235    27232  4205237 | 16.277 % |
c |    22112     17729      204 |   49897  3662473  7425606 |    58   303224    27250  4205237 | 16.280 % |
c |    22190     17754      204 |   49873  3660718  7422096 |    58   313154    27269  4205237 | 16.320 % |
c |    22274     17782      204 |   49872  3660641  7421942 |    58   323153    27297  4205237 | 16.322 % |
c |    22361     17813      203 |   49872  3660641  7421942 |    58   333153    27315  4205237 | 16.322 % |
c |    22431     17853      203 |   49868  3659980  7420620 |    59   194212    27338  4354169 | 16.329 % |
c |    22493     17879      203 |   49866  3659633  7419926 |    59   204208    27370  4354169 | 16.332 % |
c |    22564     17902      203 |   49866  3659633  7419926 |    59   214208    27393  4354169 | 16.332 % |
c |    22634     17940      203 |   49850  3657025  7414710 |    59   224171    27419  4354169 | 16.359 % |
c |    22703     17969      203 |   49850  3657025  7414710 |    59   234171    27439  4354169 | 16.359 % |
c |    22774     17996      202 |   49849  3656882  7414424 |    59   244166    27457  4354169 | 16.361 % |
c |    22864     18017      202 |   49849  3656882  7414424 |    59   254166    27480  4354169 | 16.361 % |
c |    22929     18041      202 |   49845  3656173  7413006 |    59   264146    27501  4354169 | 16.367 % |
c |    22997     18070      202 |   49845  3656173  7413006 |    59   274146    27524  4354169 | 16.367 % |
c |    23056     18115      202 |   49845  3656173  7413006 |    59   284146    27543  4354169 | 16.367 % |
c |    23118     18158      202 |   49845  3656173  7413006 |    59   294146    27579  4354169 | 16.367 % |
c |    23188     18189      201 |   49843  3655972  7412604 |    59   304137    27592  4354169 | 16.371 % |
c |    23270     18208      201 |   49843  3655899  7412458 |    59   314132    27601  4354169 | 16.371 % |
c |    23349     18236      201 |   49843  3655899  7412458 |    59   324132    27623  4354169 | 16.371 % |
c |    23410     18265      201 |   49842  3655834  7412328 |    59   334127    27645  4354169 | 16.372 % |
c |    23480     18301      201 |   49842  3655834  7412328 |    59   344127    27663  4354169 | 16.372 % |
c |    23558     18333      200 |   49842  3655834  7412328 |    60   203912    27678  4504384 | 16.372 % |
c |    23609     18363      200 |   49842  3655834  7412328 |    60   213912    27696  4504384 | 16.372 % |
c |    23659     18400      200 |   49842  3655834  7412328 |    60   223912    27711  4504384 | 16.372 % |
c |    23723     18441      200 |   49841  3655760  7412180 |    60   233906    27725  4504384 | 16.374 % |
c |    23797     18467      200 |   49841  3655760  7412180 |    60   243906    27750  4504384 | 16.374 % |
c |    23863     18506      200 |   49840  3655681  7412022 |    60   253903    27766  4504384 | 16.376 % |
c |    23930     18526      200 |   49840  3655681  7412022 |    60   263903    27776  4504384 | 16.376 % |
c |    23992     18566      200 |   49838  3655527  7411714 |    60   273892    27801  4504384 | 16.379 % |
c |    24075     18593      199 |   49838  3655527  7411714 |    60   283892    27818  4504384 | 16.379 % |
c |    24134     18623      199 |   49838  3655527  7411714 |    60   293892    27843  4504384 | 16.379 % |
c |    24220     18652      199 |   49837  3655438  7411536 |    60   303889    27866  4504384 | 16.381 % |
c |    24301     18679      199 |   49834  3654348  7409356 |    60   313885    27890  4504384 | 16.386 % |
c |    24390     18700      198 |   49832  3654183  7409026 |    60   323882    27918  4504384 | 16.389 % |
c |    24474     18732      198 |   49832  3654110  7408880 |    60   333880    27941  4504384 | 16.389 % |
c |    24537     18776      198 |   49829  3653838  7408336 |    60   343869    27968  4504384 | 16.394 % |
c |    24625     18804      198 |   49829  3653838  7408336 |    60   353869    27983  4504384 | 16.394 % |
c |    24701     18829      197 |   49828  3653709  7408078 |    61   210361    28004  4657890 | 16.396 % |
c |    24761     18862      197 |   49827  3653593  7407846 |    61   220358    28019  4657890 | 16.398 % |
c |    24831     18885      197 |   49825  3653286  7407232 |    61   230353    28033  4657890 | 16.401 % |
c |    24916     18911      197 |   49824  3653032  7406724 |    61   240338    28053  4657890 | 16.403 % |
c |    24986     18943      197 |   49824  3653032  7406724 |    61   250338    28079  4657890 | 16.403 % |
c |    25060     18968      197 |   49824  3653032  7406724 |    61   260338    28099  4657890 | 16.403 % |
c |    25135     19009      196 |   49824  3653032  7406724 |    61   270338    28111  4657890 | 16.403 % |
c |    25197     19045      196 |   49821  3652281  7405222 |    61   280334    28131  4657890 | 16.408 % |
c |    25251     19078      196 |   49821  3652281  7405222 |    61   290334    28151  4657890 | 16.408 % |
c |    25315     19103      196 |   49820  3652042  7404744 |    61   300328    28168  4657890 | 16.409 % |
c |    25399     19140      196 |   49820  3652042  7404744 |    61   310328    28188  4657890 | 16.409 % |
c |    25496     19160      196 |   49819  3651970  7404600 |    61   320325    28210  4657890 | 16.411 % |
c |    25585     19187      195 |   49818  3651912  7404484 |    61   330322    28225  4657890 | 16.413 % |
c |    25659     19224      195 |   49813  3651839  7404338 |    61   340312    28236  4657890 | 16.421 % |
c |    25727     19257      195 |   49807  3650736  7402132 |    61   350289    28254  4657890 | 16.431 % |
c |    25812     19291      195 |   49807  3650736  7402132 |    61   360289    28270  4657890 | 16.431 % |
c |    25885     19319      195 |   49807  3650736  7402132 |    62   214037    28290  4814142 | 16.431 % |
c |    25943     19352      195 |   49807  3650736  7402132 |    62   224037    28318  4814142 | 16.431 % |
c |    26034     19376      194 |   49805  3650553  7401766 |    62   234033    28330  4814142 | 16.435 % |
c |    26101     19417      194 |   49804  3650095  7400850 |    62   244017    28348  4814142 | 16.436 % |
c |    26184     19449      194 |   49803  3649948  7400556 |    62   254014    28368  4814142 | 16.438 % |
c |    26244     19487      194 |   49801  3649710  7400080 |    62   264004    28380  4814142 | 16.441 % |
c |    26337     19515      194 |   49801  3649710  7400080 |    62   274004    28395  4814142 | 16.441 % |
c |    26414     19552      193 |   49800  3649604  7399868 |    62   284002    28413  4814142 | 16.443 % |
c |    26479     19592      193 |   49799  3649528  7399716 |    62   294001    28454  4814142 | 16.445 % |
c |    26536     19622      193 |   49799  3649528  7399716 |    62   304001    28476  4814142 | 16.445 % |
c |    26601     19647      193 |   49799  3649528  7399716 |    62   314001    28485  4814142 | 16.445 % |
c |    26666     19684      193 |   49798  3649348  7399356 |    62   323999    28496  4814142 | 16.446 % |
c |    26731     19712      193 |   49798  3649348  7399356 |    62   333999    28506  4814142 | 16.446 % |
c |    26785     19743      193 |   49797  3649170  7399000 |    62   343996    28522  4814142 | 16.448 % |
c |    26855     19771      193 |   49797  3649170  7399000 |    62   353996    28542  4814142 | 16.448 % |
c |    26915     19796      193 |   49797  3649170  7399000 |    62   363996    28552  4814142 | 16.448 % |
c |    26981     19827      193 |   49797  3649170  7399000 |    63   215600    28564  4972538 | 16.448 % |
c |    27051     19852      192 |   49795  3649028  7398716 |    63   225599    28580  4972538 | 16.451 % |
c |    27099     19872      192 |   49793  3648830  7398320 |    63   235598    28608  4972538 | 16.455 % |
c |    27164     19906      192 |   49793  3648830  7398320 |    63   245598    28628  4972538 | 16.455 % |
c |    27229     19945      192 |   49793  3648830  7398320 |    63   255598    28645  4972538 | 16.455 % |
c |    27314     19978      192 |   49793  3648830  7398320 |    63   265598    28654  4972538 | 16.455 % |
c |    27371     20011      192 |   49791  3648642  7397944 |    63   275592    28675  4972538 | 16.458 % |
c |    27440     20046      192 |   49790  3648408  7397476 |    63   285589    28699  4972538 | 16.460 % |
c |    27512     20086      192 |   49788  3648169  7396998 |    63   295587    28710  4972538 | 16.463 % |
c |    27581     20117      192 |   49787  3648056  7396772 |    63   305579    28731  4972538 | 16.465 % |
c |    27630     20142      192 |   49787  3648056  7396772 |    63   315579    28743  4972538 | 16.465 % |
c |    27707     20173      192 |   49787  3648056  7396772 |    63   325579    28750  4972538 | 16.465 % |
c |    27756     20192      192 |   49787  3648056  7396772 |    63   335579    28766  4972538 | 16.465 % |
c |    27833     20225      191 |   49780  3647717  7396094 |    63   345574    28781  4972538 | 16.477 % |
c |    27914     20270      191 |   49779  3646726  7394112 |    63   355536    28800  4972538 | 16.478 % |
c |    27980     20282      191 |   49776  3646040  7392740 |    63   365523    28816  4972538 | 16.483 % |
c |    28057     20318      191 |   49770  3645295  7391250 |    64   213160    28843  5134893 | 16.493 % |
c |    28125     20359      191 |   49770  3645295  7391250 |    64   223160    28858  5134893 | 16.493 % |
c |    28198     20394      191 |   49764  3644828  7390316 |    64   233153    28880  5134893 | 16.503 % |
c |    28281     20427      190 |   49736  3640214  7381088 |    64   243025    28899  5134893 | 16.550 % |
c |    28354     20458      190 |   49734  3640058  7380776 |    64   253023    28917  5134893 | 16.554 % |
c |    28438     20487      190 |   49734  3639941  7380542 |    64   263022    28927  5134893 | 16.554 % |
c |    28525     20509      190 |   49733  3639717  7380094 |    64   273019    28939  5134893 | 16.555 % |
c |    28612     20539      190 |   49730  3639431  7379522 |    64   283014    28956  5134893 | 16.560 % |
c |    28691     20565      189 |   49730  3639354  7379368 |    64   293013    28967  5134893 | 16.560 % |
c |    28751     20590      189 |   49727  3639174  7379008 |    64   303009    28981  5134893 | 16.565 % |
c |    28821     20612      189 |   49727  3638727  7378114 |    64   313007    28993  5134893 | 16.565 % |
c |    28849     20629      189 |   49726  3638621  7377902 |    64   322999    29006  5134893 | 16.567 % |
c |    28899     20678      189 |   49726  3638621  7377902 |    64   332999    29024  5134893 | 16.567 % |
c |    28970     20700      189 |   49726  3638621  7377902 |    64   342999    29044  5134893 | 16.567 % |
c |    29048     20723      189 |   49724  3638370  7377400 |    64   352995    29068  5134893 | 16.570 % |
c |    29101     20748      189 |   49724  3638370  7377400 |    64   362995    29092  5134893 | 16.570 % |
c |    29158     20786      189 |   49722  3638119  7376898 |    64   372988    29106  5134893 | 16.574 % |
c |    29224     20823      189 |   49722  3638119  7376898 |    65   219902    29117  5297979 | 16.574 % |
c |    29291     20856      189 |   49722  3638119  7376898 |    65   229902    29142  5297979 | 16.574 % |
